slope,elevation,curvature,aspect,precipitation,ndvi,soil_moisture,soil_type,lulc,dist_road,dist_fault,risk_score,risk_label,risk_category
28.09050891355219,1438.3607689433031,-2.5271836306660305,179.88128774245925,451.4990710444837,-0.09839207679651372,0.6381445683721739,2,0,1649.6620293818748,16944.731553928395,0.5631433428522326,2,High
71.30357298074371,1709.6812418750728,-3.341758075371935,268.82883810453393,151.48159757929136,-0.13317089745317795,0.4592924535341931,0,0,4083.692095425956,9890.34087438741,0.6456371692381804,2,High
54.89954563585538,3005.461136887413,-6.4769217499427985,202.56004103627993,240.6518319034374,0.4646111458180305,0.9644985248639408,2,0,4971.884082524786,3909.3122126437165,0.7101341434775175,2,High
44.89938631477774,1256.0149126036333,2.1453334020297596,29.9889299202467,414.80435027180005,0.8627279547420303,0.21897845098423818,0,0,4203.807689135228,14732.835732201853,0.4718839489225236,1,Moderate
11.70139803318274,3056.8089283613826,-0.46751678982742284,66.80888524207994,315.14913948846396,0.35299343985019643,0.5878564159989407,2,0,1730.714632171461,8373.562713665915,0.5110830504046475,2,High
11.699589025215198,399.6570653207511,7.314019846480072,78.95814625113088,456.2140712491916,-0.14333325146676437,0.7002100149902226,1,0,3556.261967064312,11892.549669049944,0.5602481250024653,2,High
4.35627091261496,2741.1146865093447,-9.357808390358835,92.83113131214417,578.6643456725728,0.043340521685201805,0.8255644893453816,2,0,2669.6172349553667,2145.3058034787764,0.7021995955682501,2,High
64.96321093312014,2981.6619523861036,2.8773585511025264,203.54522110218153,114.10067824335862,0.06927219705734777,0.4069710304280071,3,1,3932.5889194170427,12631.679790319846,0.5721589663277669,2,High
45.08362588074066,718.1800196469518,5.258977570231222,181.42768073714166,440.26224401893353,0.171642842050645,0.6869219076574815,1,1,765.4869732312086,7471.009778902487,0.6652358678537084,2,High
53.10544333470341,1563.1782100654816,5.189731383766141,73.13761381111522,176.689285597663,-0.15203627805516612,0.3032014713842828,1,0,3190.6729632295196,6683.7949943698895,0.6584502281841497,2,High
1.5438370721851835,662.6992338564291,7.721479341910502,24.319743644047346,277.9622000741631,0.7953819705477079,0.4354760923618203,2,3,3868.333866708673,19598.311575556025,0.3896121103358826,1,Moderate
72.74323891214958,2502.4540385803402,4.580674856589882,61.71559361089851,68.07449918732691,0.3671203391936448,0.8956271312033992,0,1,3806.1566770332006,8648.612855204945,0.5942562245414121,2,High
62.43319806003163,1920.182411409633,8.556201232953924,354.3772725426972,124.74906026098442,0.5380238722495201,0.9499076093309543,3,2,4817.965028018908,13560.767562314684,0.6113896639699447,2,High
15.925433300870711,2260.0993788082915,-3.3468680035821707,168.67690192493,225.87750897689483,-0.12610987941549012,0.7188173469272647,1,3,292.05690392160034,12554.550711476822,0.5066685988349906,2,High
13.636872540532547,768.0556876511179,0.06418833503086141,312.2443816927605,238.09219290839172,-0.14047298541598568,0.374351890776185,0,0,1728.8968454614528,2086.071017703153,0.47412747155829804,1,Moderate
13.755338239007536,819.9359309782263,-9.718406734342187,305.5508880007836,544.7718690541526,0.445114549244602,0.820057789974664,2,1,2382.767908957194,14958.550741286323,0.6353357794113712,2,High
22.81816822196533,241.09090673368166,-9.860848253934176,184.14704068663454,457.9971000965833,0.7760256115546289,0.025867081725420182,1,1,1548.817641960406,6463.18406867153,0.46805992062017965,1,Moderate
39.35673237241784,1195.029619665481,-5.197467590969602,254.40757504579565,584.7006325028726,0.3813302010555017,0.10274591053942106,0,0,1548.9475683623543,15978.790983934701,0.5658125525421894,2,High
32.395876398158684,2003.1318485344948,-7.983856057218295,69.39072374857642,379.4893306843823,0.7656010898270786,0.6613737363753611,2,0,880.6430334496318,12152.815652307649,0.5612837239499037,2,High
21.842185514853142,3016.978707590918,-4.795772641284928,247.822813773687,182.94255265022488,0.6920904003607633,0.29124857527005743,2,3,4064.757015126039,6341.829799069791,0.3693983318292473,1,Moderate
45.88896710417846,2367.5533213595145,-6.459134109432052,98.05844853478422,230.21026645690358,-0.11656083562558718,0.9513862184004778,2,0,4540.345221922712,7125.859206621419,0.7395394602063863,2,High
